cumulative_pod_deposit_amt,cumulative_num_pods,age_of_account,num_friends,num_pods_created,network_size,num_peer_review_positive,num_peer_review_negative,reputation_score
666,2,5,5,4,9,11,1,7
2269,8,8,4,2,28,15,1,8
13441,20,6,8,2,56,47,3,6
1911,4,7,4,1,16,17,6,1
9120,21,13,27,7,54,55,25,7
3600,18,10,6,2,41,38,3,8
3939,20,9,12,2,45,33,6,8
5726,14,6,12,4,37,32,10,6
962,7,9,10,6,16,24,4,4
5533,14,4,7,1,30,23,1,2
1924,7,7,5,2,23,33,1,4
1603,9,7,3,2,35,23,6,7
331,1,4,5,4,8,13,1,8
1000,2,6,4,2,15,6,13,8
2356,8,5,9,0,10,23,4,7
0,0,4,3,0,2,1,2,7
6493,15,10,11,3,41,45,6,6
1992,9,9,8,2,23,39,2,2
157,0,3,2,1,2,2,2,5
7728,20,6,3,5,53,40,1,7
8000,18,14,15,6,50,40,28,2
6217,18,11,4,0,55,31,20,8
674,10,9,6,2,28,7,12,7
4489,15,13,20,3,43,26,14,8
103,3,3,4,4,13,5,1,2
1,1,4,2,1,3,1,1,4
34,1,7,5,4,5,1,4,4
85,2,7,8,4,7,5,8,5
246,2,9,9,6,12,18,2,7
1233,7,9,14,0,20,26,6,5
2539,11,8,16,0,30,23,1,5
1118,8,5,5,0,16,14,1,6
94,1,6,7,0,10,6,2,7
124,0,1,2,1,4,6,1,6
1819,1,5,4,1,11,14,24,6
15000,30,13,12,5,68,60,22,8
76,5,5,3,0,23,6,1,1
428,4,8,8,5,15,23,3,6
79,3,4,5,0,14,7,1,7
12464,28,11,18,4,68,51,26,6
4370,8,5,5,1,25,20,4,5
4,1,3,3,0,3,1,1,9
258,1,3,4,0,6,3,1,4
4809,18,11,15,0,54,37,17,4
7,1,2,8,5,4,2,1,7
873,2,5,4,1,12,35,3,7
6851,14,9,7,3,36,46,3,3
12,1,2,4,1,3,0,1,4
287,4,6,2,1,21,6,6,4
557,3,4,4,2,10,20,1,5
386,1,7,4,3,17,7,10,8
3391,10,10,8,0,34,41,4,8
105,2,5,11,6,11,7,1,4
0,0,4,3,0,3,0,1,4
5056,19,9,7,6,48,35,7,2
291,3,7,13,0,12,28,1,6
5511,20,10,16,0,55,49,12,6
1973,13,7,7,0,44,24,20,9
0,0,3,1,1,0,0,1,8
4058,20,12,6,3,51,45,3,10
2,0,3,2,1,4,5,1,8
973,12,5,15,4,25,30,1,8
3071,9,8,8,3,33,28,1,6
1370,7,10,7,2,32,30,11,6
4169,7,6,8,4,33,23,5,6
517,1,3,3,4,4,18,1,4
34,2,7,2,2,18,9,1,8
4395,19,7,13,6,48,43,5,4
182,3,5,5,1,13,5,3,6
1046,8,8,3,6,19,8,1,10
19,0,8,3,0,2,2,3,2
198,4,7,9,5,9,12,1,8
273,2,2,3,1,16,4,1,4
5546,19,13,11,0,55,45,25,4
19,2,7,5,1,17,10,1,1
4093,14,9,17,2,48,35,10,7
60,3,8,11,3,10,9,1,5
847,12,7,11,5,36,14,11,7
766,3,8,10,5,17,24,1,3
5,0,10,11,2,3,7,10,5
1485,9,9,11,2,31,24,3,7
296,3,7,6,6,11,7,7,9
2,1,6,6,2,2,5,1,4
15,2,9,6,0,16,8,21,9
2752,3,8,9,6,23,17,12,4
0,0,3,2,1,3,1,1,7
1294,6,7,4,1,22,19,3,5
5302,19,9,12,2,40,32,4,8
2,0,5,1,1,4,0,5,8
2,0,4,1,0,3,5,1,9
5703,16,10,13,6,31,53,3,3
9978,11,8,19,1,34,51,18,5
2042,6,8,13,3,25,26,17,5
1021,3,10,9,5,12,29,5,3
1140,12,9,6,5,39,22,9,6
977,3,10,9,2,17,17,7,4
811,8,7,13,2,25,24,17,6
6195,15,6,3,2,48,29,8,10
8594,19,10,16,0,50,57,5,9
6,0,2,3,1,3,3,1,8
3098,10,8,8,3,31,32,1,6
10643,26,13,24,2,63,53,11,6
7651,20,10,9,0,52,39,4,1
224,4,10,11,3,9,7,8,3
1842,12,10,9,7,33,21,4,6
3045,11,8,6,3,47,27,13,4
498,3,7,6,1,11,19,1,8
174,1,5,3,0,6,8,1,3
4121,16,9,13,0,39,37,2,7
2445,10,10,10,6,23,37,2,6
7086,26,14,20,5,60,50,13,9
322,1,4,2,0,7,10,1,4
20,2,3,6,1,10,5,6,8
207,2,3,8,4,7,9,2,5
4599,17,7,10,0,48,41,8,7
4036,18,12,9,0,50,30,2,7
0,1,3,3,1,2,1,1,6
9552,18,11,14,2,47,53,7,4
441,3,10,11,2,19,8,7,6
5873,19,9,19,3,52,48,2,5
2,1,4,0,0,6,4,1,6
11696,25,12,20,7,60,52,17,7
6706,18,9,8,2,44,50,15,5
4794,16,11,8,3,31,37,2,4
1225,7,11,8,3,30,20,10,1
19,1,7,6,4,8,6,2,7
24,0,3,2,3,1,3,7,9
953,3,7,12,4,17,34,7,6
38,4,7,10,3,10,7,17,8
1303,5,10,7,0,26,39,3,5
1,0,3,3,1,1,1,1,7
438,3,6,6,5,12,9,1,8
86,1,5,1,1,9,2,3,8
4314,18,9,11,0,54,51,2,8
62,7,7,3,3,11,4,6,9
88,2,7,5,0,17,4,3,9
4519,18,11,21,8,47,42,8,4
7579,21,11,14,3,59,52,16,6
1819,17,10,9,4,45,41,3,4
1714,12,10,21,5,25,24,2,8
4534,16,4,3,2,38,16,6,2
1763,8,10,5,6,31,43,2,8
10307,23,6,13,0,49,38,10,6
1604,10,9,4,8,30,18,2,7
3577,11,9,8,0,42,38,9,5
1651,5,9,19,0,18,22,1,8
129,8,11,15,7,27,23,8,1
649,3,4,4,4,12,14,1,3
84,4,8,5,1,19,7,3,3
292,2,6,2,1,10,12,1,5
2148,10,6,3,2,26,35,3,6
1326,3,5,8,1,12,22,1,7
2355,12,9,20,4,35,32,18,4
2574,11,8,13,6,28,28,1,2
3953,12,6,8,1,36,16,4,8
5260,14,8,22,7,33,24,7,9
863,10,8,2,7,24,22,3,3
793,5,7,8,3,17,26,12,8
1907,19,10,13,8,46,33,11,8
615,2,8,10,3,8,3,10,7
5886,10,6,7,0,28,24,1,6
559,4,7,2,2,13,22,1,7
133,2,4,3,1,10,6,2,4
95,1,5,7,1,6,6,5,1
2220,7,6,5,1,22,18,1,8
393,4,11,9,8,13,12,7,6
1612,9,10,12,0,23,26,6,6
8584,24,13,12,3,63,43,19,6
3,1,3,2,0,4,0,3,1
6875,18,8,9,0,47,43,11,6
1248,9,8,19,3,28,20,5,7
1099,8,8,14,3,46,25,5,6
421,1,5,4,4,10,10,3,1
6322,13,9,8,3,42,40,11,8
5105,19,12,10,7,44,38,4,6
5,0,7,2,5,2,8,1,3
0,0,3,1,1,2,4,1,7
9087,23,11,8,2,55,45,12,6
1283,7,11,20,7,41,26,6,7
10790,29,13,27,3,66,59,9,8
881,1,7,3,0,12,5,1,7
5,1,4,2,1,5,2,1,1
1165,1,5,4,2,3,11,2,6
7389,16,10,9,3,37,26,10,7
58,3,8,5,3,13,14,2,9
136,3,5,3,2,10,3,1,4
368,0,4,1,1,7,9,1,4
850,9,8,10,0,32,14,3,5
187,2,6,6,8,7,11,1,4
123,2,11,11,2,12,31,1,8
762,6,10,7,4,27,18,16,7
6200,16,10,7,5,46,48,3,6
242,4,2,6,1,9,7,3,7
6004,20,12,26,5,43,53,2,7
837,4,9,7,4,19,25,10,9
331,5,8,7,0,19,10,1,7
210,3,8,4,0,16,4,1,7
70,1,6,5,3,6,7,1,4
5,0,5,4,1,1,3,1,7
5837,12,8,4,1,49,45,2,8
354,4,8,4,3,13,12,1,4
892,11,11,3,0,42,10,4,7
6512,18,6,11,2,46,49,2,9
117,4,9,5,10,17,10,9,4
1383,6,5,7,0,27,22,1,10
5581,11,12,7,3,39,38,20,6
9198,26,7,5,3,61,39,5,8
894,2,7,6,4,9,14,14,2
1614,13,9,17,3,34,34,4,1
44,1,2,2,1,3,3,1,8
289,2,5,9,6,7,4,2,1
2520,1,4,5,3,10,20,2,9
5324,18,8,10,8,53,30,13,8
10768,21,14,13,7,52,59,9,9
630,3,7,1,4,9,3,11,5
1491,8,4,3,3,17,5,7,4
48,2,5,4,2,17,19,1,4
984,2,6,4,1,10,3,1,1
9657,13,11,10,0,43,38,16,1
268,4,4,11,2,13,2,6,4
6148,22,7,18,6,50,31,6,6
1387,7,11,21,1,36,35,11,6
9,0,3,2,0,2,1,1,5
8595,25,10,11,1,44,43,11,4
887,2,5,5,0,19,9,23,6
7442,11,7,14,2,30,47,7,6
2083,6,9,1,0,33,22,4,6
5289,12,10,14,5,47,51,1,7
285,6,7,11,3,10,22,1,6
19,2,8,4,4,7,6,6,6
137,1,10,3,3,10,9,1,8
13,1,6,2,2,6,4,2,4
1835,4,5,5,4,20,22,5,6
2,0,3,3,3,2,4,1,3
612,0,3,3,0,3,7,1,2
6791,19,8,11,2,57,34,25,8
0,0,3,0,1,1,0,1,9
6269,16,8,9,2,44,47,3,8
25,2,4,2,4,12,12,1,7
5064,23,11,14,6,61,45,12,2
9448,17,13,21,3,53,57,16,3
54,2,6,2,4,5,4,1,1
11346,26,11,7,2,62,50,13,6
434,5,5,8,0,25,16,2,3
6155,16,6,9,0,46,37,19,4
12320,28,11,16,0,66,46,21,7
4937,8,9,10,5,31,35,4,7
6450,22,13,15,0,61,49,12,3
1917,11,7,3,4,27,18,1,2
1004,12,7,7,6,27,7,2,7
5099,17,10,11,0,49,46,3,9
2130,7,9,7,3,24,33,4,4
153,1,4,4,0,8,9,3,8
13,1,4,4,0,4,2,1,7
662,3,5,12,0,11,7,9,1
1002,4,7,2,3,26,28,1,7
5310,25,11,23,2,58,43,6,6
8169,24,11,13,2,60,42,17,2
4167,17,9,18,2,55,50,9,6
3220,5,8,7,0,14,17,4,8
1868,9,9,21,8,24,34,16,6
203,1,3,9,1,6,11,1,3
600,4,5,4,3,15,8,2,6
188,1,5,3,1,7,9,1,7
21,1,2,2,0,7,6,1,1
0,0,4,1,1,1,0,3,4
57,0,5,2,6,8,12,7,3
1160,4,8,11,3,16,20,10,6
2486,13,8,11,0,28,31,2,10
988,5,8,8,0,16,12,1,3
1213,9,8,5,0,27,30,1,5
6415,18,12,5,3,48,36,16,4
1655,9,6,5,2,42,13,12,4
2304,10,6,3,3,23,13,4,2
1241,6,9,12,3,25,20,21,6
250,1,8,2,6,7,2,9,4
381,1,5,3,0,7,11,1,7
716,1,6,4,2,8,12,1,4
0,0,5,2,8,2,0,1,7
4815,16,11,5,5,39,34,1,3
1898,13,8,2,0,37,27,1,6
5557,24,13,26,6,63,54,30,8
403,4,9,9,7,14,16,6,7
859,8,6,2,1,33,8,9,4
3493,4,6,8,2,18,35,4,6
453,12,7,9,0,33,5,4,4
297,1,3,7,0,5,9,4,1
56,1,5,5,4,5,2,1,5
1983,20,10,7,2,51,22,9,1
4208,12,5,9,2,44,28,2,1
676,3,6,5,4,15,18,1,9
9495,21,7,7,2,59,46,16,7
2060,12,6,7,1,44,22,3,3
761,9,9,8,1,24,24,18,7
7214,20,10,4,6,56,41,6,4
9662,26,12,19,0,67,57,10,4
179,4,6,4,3,13,9,1,3
1684,11,6,7,1,37,26,1,7
1328,5,4,0,1,20,12,1,2
3259,10,5,1,4,31,21,2,5
69,2,3,8,0,12,1,4,7
5152,11,7,3,1,37,44,3,2
114,2,5,4,4,5,5,2,7
6381,20,7,17,1,51,41,2,8
627,1,9,7,3,8,7,13,2
53,3,6,9,6,15,21,1,4
3117,16,10,15,5,35,20,5,7
37,1,6,10,0,2,1,2,7
280,2,10,9,0,16,20,13,6
1064,8,10,11,8,15,18,9,6
5760,12,11,14,7,28,37,10,7
946,5,7,7,5,25,13,9,4
224,4,3,6,5,14,17,1,5
207,2,10,4,8,10,9,3,8
3,0,4,3,1,1,5,1,4
2129,11,8,4,1,35,26,2,7
3040,7,9,5,6,41,41,19,7
131,3,5,11,4,11,8,1,5
714,4,3,4,0,21,4,2,5
645,13,8,6,1,37,15,4,6
367,3,6,4,0,9,18,3,6
149,1,4,6,4,3,3,4,8
12666,27,9,19,4,67,57,9,4
7837,19,10,8,1,47,47,11,6
7444,17,8,5,4,37,31,2,8
2688,16,10,6,0,37,31,12,3
196,4,7,7,2,13,10,12,7
1549,12,9,7,3,22,27,1,2
692,4,7,6,0,10,5,1,4
0,0,4,3,0,1,2,1,6
2829,11,8,12,6,23,29,30,6
4460,5,5,6,1,24,33,5,8
2044,12,7,5,3,40,15,4,8
450,4,6,4,6,12,12,15,9
11344,25,12,17,5,54,55,7,8
11033,28,10,12,2,65,54,10,7
1213,6,10,6,5,17,14,4,10
265,2,4,5,0,4,6,1,8
133,4,8,7,3,17,22,5,5
2162,8,11,7,0,40,31,1,7
10720,27,15,23,7,64,57,30,6
2994,17,9,9,6,43,40,1,8
1,1,5,3,0,3,2,1,4
7724,21,15,13,2,61,57,9,8
1673,4,7,7,5,12,26,1,7
61,4,4,1,2,21,3,1,4
11886,27,13,8,2,68,55,7,9
779,5,6,3,3,17,16,6,6
439,3,6,8,0,15,34,1,7
513,3,3,9,1,14,17,17,9
998,6,6,14,5,22,17,1,8
3115,13,11,11,6,37,44,2,6
2295,13,13,13,3,26,25,2,4
995,8,9,9,1,21,11,12,6
674,3,5,9,2,12,21,3,8
47,1,8,5,7,8,10,5,8
1121,3,5,6,4,16,20,2,4
1168,8,7,4,1,26,17,12,7
2643,6,12,12,3,18,33,3,7
233,3,9,12,7,13,8,3,2
3441,15,11,5,4,38,17,5,7
1074,15,9,9,4,34,37,1,7
3,0,2,3,0,2,0,7,9
1689,8,7,9,1,26,9,9,6
276,2,2,1,1,9,7,1,4
5294,18,12,14,3,55,35,30,8
0,0,2,0,1,2,1,1,6
9,0,6,8,2,0,2,1,9
7204,16,13,15,8,31,42,6,6
2473,7,12,13,7,32,30,9,6
1419,13,10,12,1,27,18,12,4
2218,6,7,6,10,23,6,14,6
3,0,4,1,4,4,1,2,9
15,1,7,6,3,7,2,1,6
1370,11,5,6,1,36,18,6,7
8199,17,9,11,7,46,40,9,3
1345,4,7,16,3,12,19,10,8
3411,11,8,3,0,32,31,3,4
2286,20,10,13,6,49,35,1,3
698,3,7,3,6,16,18,2,4
736,4,9,8,0,17,35,1,8
1566,4,9,17,6,14,18,16,9
115,5,10,21,1,20,17,4,7
426,3,5,7,3,18,5,12,2
2571,7,7,6,5,28,32,4,6
4285,2,6,9,0,12,42,6,9
9,0,2,0,1,1,4,1,8
3300,20,12,10,3,43,34,11,3
80,3,6,2,2,19,8,10,6
1066,6,5,5,6,15,18,1,9
2650,11,11,6,2,34,46,3,4
54,2,9,10,3,9,4,2,7
3725,8,11,6,0,22,33,18,6
5163,16,9,13,3,41,48,2,7
7,0,5,3,0,3,5,1,4
6,0,3,3,1,1,2,1,8
225,1,5,6,3,5,4,4,6
381,3,4,0,1,16,9,1,3
621,5,11,5,2,26,18,5,4
4943,9,10,12,8,33,47,3,9
2645,14,5,14,3,26,7,5,6
2267,9,9,14,2,16,12,3,8
791,9,10,11,3,26,13,3,6
4250,10,6,9,2,32,27,4,5
1414,10,10,12,1,30,28,5,10
1137,15,5,5,0,32,9,2,5
908,2,8,10,2,9,10,14,6
1105,8,14,19,4,26,24,8,9
2776,7,6,9,5,19,18,1,9
8,1,6,12,6,4,4,1,7
1332,3,7,9,3,10,15,1,7
71,0,3,6,0,4,1,2,3
1931,12,10,16,4,35,23,13,7
135,2,5,4,0,16,4,7,5
51,1,3,6,0,6,2,1,8
3240,8,7,8,4,23,29,2,9
4562,13,7,6,0,39,42,3,8
41,2,6,6,6,5,2,1,7
1403,7,7,3,0,30,8,2,5
29,0,6,1,7,3,2,1,8
5,1,4,5,1,7,3,1,4
3849,9,5,6,1,32,27,4,4
53,1,6,3,1,7,3,2,6
13676,29,13,13,3,68,55,28,8
402,2,8,4,0,14,17,6,8
826,3,5,10,3,14,19,9,1
1126,7,7,5,2,20,8,15,4
3022,14,12,5,6,32,29,2,7
2807,13,11,12,7,42,30,20,5
5919,16,6,4,2,44,33,4,3
2854,9,5,5,1,20,23,2,9
195,6,8,9,2,21,14,1,8
1036,2,9,13,8,18,17,5,9
3586,18,10,12,5,35,35,3,4
571,3,7,8,2,16,21,2,6
5962,14,13,9,5,33,39,9,3
316,5,8,4,3,18,14,1,4
6313,18,11,15,0,49,41,12,6
3024,16,12,16,7,46,40,18,2
2523,7,6,12,0,27,32,2,7
2399,11,5,6,1,34,24,5,6
10,1,5,3,0,2,2,2,7
2005,3,6,7,0,15,27,1,6
0,0,5,2,0,0,0,4,8
470,8,7,9,8,23,24,1,6
579,6,2,2,2,11,12,2,9
1571,6,8,15,3,13,22,14,6
382,1,6,2,0,6,8,1,7
5011,13,10,7,3,33,36,2,4
0,0,5,2,0,1,1,1,3
1836,15,8,7,0,37,24,7,8
10731,28,12,14,5,64,56,2,3
4137,15,9,9,0,41,33,2,6
8201,27,12,11,2,62,44,29,10
40,0,4,2,2,5,1,11,4
1723,16,10,11,3,34,22,2,4
2423,3,8,13,0,21,16,21,8
1254,11,8,8,3,20,4,1,7
4734,24,8,11,3,60,50,2,9
1348,7,5,1,1,19,4,1,4
1515,8,8,14,8,19,20,4,7
37,1,6,6,3,4,5,3,2
1806,6,7,2,4,25,20,9,6
15000,28,13,21,4,65,59,23,7
4121,17,7,5,0,38,25,8,6
64,4,8,5,3,19,10,2,6
10703,27,11,13,2,65,51,6,8
698,8,6,8,2,14,13,1,6
3487,7,8,9,0,29,41,2,4
196,1,4,3,1,14,13,1,4
574,5,9,12,3,26,34,2,6
268,3,6,7,3,14,16,1,7
740,5,9,9,5,24,16,18,6
50,2,10,9,0,12,14,7,8
902,10,8,7,0,29,23,1,2
1610,5,7,11,0,13,26,2,8
5886,13,8,11,0,36,39,6,9
4691,18,10,21,3,44,48,19,6
1800,3,10,11,0,20,28,12,7
281,3,6,7,1,13,9,1,1
22,1,4,7,3,2,1,1,3
268,1,2,5,5,13,11,1,6
893,3,4,4,1,11,7,2,5
740,10,11,12,3,22,29,7,10
3870,11,7,9,7,25,13,11,9
222,1,4,1,1,9,2,5,4
0,0,6,5,5,1,1,2,8
1089,12,7,4,3,34,13,3,4
6297,11,7,7,0,35,37,16,6
0,0,2,3,4,0,1,1,7
16,1,4,6,2,4,1,1,1
9310,20,7,11,2,44,42,1,4
302,6,3,2,4,18,14,1,9
534,2,9,6,3,17,30,5,8
57,1,4,5,1,4,3,1,7
9,1,2,1,1,3,1,1,7
23,1,2,4,1,5,1,6,4
38,1,6,12,5,10,13,4,6
388,3,7,5,0,14,16,7,4
1121,5,10,11,2,29,15,5,9
3762,9,7,7,2,40,35,9,2
1664,5,5,2,0,26,8,3,4
20,1,5,5,0,3,3,7,8
9188,20,11,13,2,56,41,10,5
11,4,4,4,1,12,9,1,3
9537,26,10,10,4,61,46,6,8
2552,13,13,15,6,38,39,18,4
4748,14,7,4,4,38,39,1,10
446,9,6,12,3,32,14,1,4
46,4,5,12,4,8,4,4,7
527,5,7,10,0,14,9,6,9
93,3,7,4,3,11,15,1,4
954,10,4,6,1,26,10,6,6
8451,18,11,11,0,54,52,21,4
8,3,5,4,0,13,0,13,7
66,1,9,8,2,8,8,1,8
3648,19,7,10,4,50,43,17,8
117,1,4,4,1,11,7,6,6
175,2,8,12,6,5,7,4,4
2390,10,10,12,1,42,50,4,7
9130,28,12,20,3,64,50,16,7
442,5,8,11,3,20,13,1,10
339,3,4,4,4,21,19,6,9
236,3,6,5,5,12,15,4,8
2859,9,4,6,3,15,20,4,6
11,3,5,5,1,9,2,1,6
11,0,7,8,3,4,4,2,6
61,1,4,8,0,6,4,11,2
3440,14,13,12,3,43,30,13,3
1070,5,8,10,0,17,14,2,6
1644,9,5,2,1,25,15,7,8
4179,15,8,14,7,42,43,1,4
1700,3,5,6,2,11,13,2,7
933,3,5,6,0,13,8,2,6
666,5,8,19,2,25,34,13,7
1,0,2,0,0,0,1,1,6
386,10,11,12,7,32,19,9,2
2570,13,7,3,4,33,25,1,8
314,4,4,1,0,10,4,1,8
14234,30,15,17,5,68,59,24,8
3557,12,7,9,0,26,17,5,4
1854,11,6,9,0,43,35,6,9
10486,23,11,11,3,61,59,11,2
32,3,8,8,10,18,6,6,8
5762,20,10,11,3,47,37,2,6
3765,8,8,7,1,38,32,11,1
3820,14,9,7,0,37,25,5,3
70,3,9,6,0,19,13,3,6
2663,11,12,10,0,29,34,7,6
276,4,7,5,1,14,6,1,4
1661,6,3,6,4,16,9,3,6
1865,12,10,9,0,29,15,2,5
3,0,2,0,1,0,0,1,7
0,1,4,2,1,4,2,3,5
3974,6,11,19,3,31,45,12,6
4888,13,9,9,0,42,35,3,4
258,1,5,8,1,2,7,2,3
2131,12,9,13,5,38,23,8,4
6117,16,11,19,3,50,53,7,9
1391,12,6,4,8,32,17,1,5
496,7,5,11,0,23,13,2,6
468,9,12,10,5,19,16,2,7
4796,13,7,8,0,39,29,13,3
158,2,5,14,7,10,3,2,9
5747,20,12,13,7,47,47,22,6
344,0,5,5,0,3,26,1,4
418,2,4,2,2,10,6,4,8
1241,3,3,5,2,21,6,3,6
17,2,3,0,1,5,1,2,8
2450,17,11,7,3,52,50,7,6
1541,4,4,3,1,18,14,8,6
6960,20,12,16,2,58,49,27,3
8150,17,11,16,2,54,54,2,5
4691,21,6,7,2,54,48,2,8
1320,2,7,5,0,20,18,10,6
1462,7,3,2,1,13,11,4,6
1350,10,8,4,0,25,13,5,7
5230,12,5,6,0,36,24,14,1
133,1,7,7,8,10,9,2,7
483,4,8,4,6,14,27,1,10
7302,21,10,17,3,58,54,18,7
930,11,9,4,7,30,12,4,6
3345,20,12,8,6,44,25,11,7
5757,21,6,4,0,54,31,3,4
2378,5,7,12,8,31,37,6,8
2113,4,8,9,7,16,13,6,5
420,4,4,3,1,12,16,1,9
21,1,4,6,0,7,2,1,4
793,5,3,8,0,24,9,3,3
8,1,5,2,1,8,1,6,6
209,2,3,3,0,13,11,1,4
0,0,2,0,1,0,0,1,2
1784,10,10,7,0,36,24,20,3
872,8,6,7,3,13,12,1,7
544,6,6,14,6,18,13,2,6
498,3,7,5,1,11,6,12,5
275,7,11,5,2,21,30,8,5
2103,13,9,9,1,38,13,13,4
1681,4,11,6,8,17,26,8,6
107,2,3,2,0,8,5,1,2
626,6,5,4,6,23,13,4,8
1049,8,6,8,7,22,20,1,6
2370,13,9,11,3,44,17,3,9
7,0,8,13,6,5,7,1,5
340,2,5,9,2,14,11,4,7
1,0,7,3,0,4,2,3,1
0,0,4,3,0,4,1,1,6
3,1,3,1,1,4,1,1,8
0,0,4,0,1,2,0,2,3
967,10,10,13,3,39,12,2,6
1891,13,5,3,4,31,9,1,2
5312,12,7,7,0,30,32,12,4
7766,17,11,24,3,45,47,16,3
1498,4,6,1,0,15,14,6,4
24,1,6,1,1,3,1,2,7
5778,20,10,10,8,49,35,10,6
241,4,4,2,1,13,5,1,8
10,0,3,1,1,5,11,1,7
394,5,8,8,2,16,18,4,8
1891,13,10,11,3,38,37,14,6
853,8,5,10,1,20,25,1,7
12638,30,14,26,3,68,55,10,3
431,4,8,10,3,16,10,2,7
4066,11,9,10,4,38,33,12,6
1830,9,5,5,6,16,8,1,5
3709,17,9,9,2,47,46,6,3
4905,11,7,6,0,38,35,2,7
13545,23,7,3,6,64,54,6,2
464,1,6,7,3,8,11,2,4
295,4,5,8,1,16,8,2,6
5082,22,9,15,3,50,47,5,8
3211,9,4,0,4,38,19,1,2
2298,12,10,9,2,29,17,9,4
158,5,10,1,6,24,5,3,2
438,7,9,6,8,26,15,3,10
102,5,4,4,1,18,1,2,8
1886,14,14,16,7,42,48,5,6
71,1,6,3,3,8,3,2,9
44,1,3,1,1,4,3,1,4
968,5,6,6,5,13,10,9,8
2387,5,6,10,0,28,32,18,7
0,0,2,0,4,0,0,1,8
0,0,7,4,5,1,1,1,6
386,3,8,6,1,11,13,1,8
4750,20,13,21,7,55,49,12,5
776,3,9,8,5,16,20,7,9
5168,19,10,21,3,39,33,18,6
1027,7,6,9,1,19,15,2,10
594,4,7,11,6,19,14,3,7
355,9,7,4,1,16,5,1,4
4225,19,9,12,4,51,44,3,4
1940,8,9,12,1,28,34,3,5
648,15,8,6,2,21,18,1,4
10435,25,9,30,6,56,58,2,8
0,0,5,2,4,1,0,1,4
78,2,6,3,0,10,8,2,1
2204,8,5,6,8,27,11,4,7
382,8,8,4,5,27,4,4,6
4242,8,7,10,1,20,17,9,7
6088,17,8,17,2,42,41,22,2
1175,18,10,14,3,39,29,1,4
80,0,2,4,1,5,2,2,8
7274,15,12,19,2,38,53,12,10
495,4,9,15,0,13,24,7,6
9273,22,11,10,3,57,51,11,8
4456,11,6,8,4,40,20,11,4
1689,14,9,10,0,40,46,2,9
14,0,9,6,0,6,5,3,6
2160,6,7,3,0,34,40,1,6
112,0,4,3,4,3,1,6,8
5461,24,14,7,1,64,54,6,4
760,5,8,7,2,26,23,3,6
3132,15,7,12,0,39,15,14,4
382,2,4,1,1,7,4,2,8
412,9,11,13,2,21,26,2,6
3915,9,9,9,0,20,26,14,7
32,3,6,3,2,12,4,2,7
1719,10,8,5,0,35,42,2,9
1600,10,8,10,1,32,13,6,4
2487,9,7,3,3,44,37,20,5
934,5,6,7,3,23,14,12,4
0,0,7,1,3,2,5,1,8
1,0,4,2,1,7,0,5,3
2195,13,11,4,3,31,31,2,4
20,0,5,7,3,1,4,1,6
2166,14,10,11,3,34,30,8,7
51,0,4,2,1,5,2,4,6
7652,22,10,3,1,52,39,8,4
2633,12,9,14,3,24,22,2,4
5580,12,9,7,4,38,35,20,3
2022,7,10,7,3,19,27,2,5
4417,11,13,12,0,33,43,2,6
2550,4,7,10,6,24,32,2,6
7265,15,11,4,10,41,31,20,9
700,3,6,3,1,16,8,2,5
642,4,7,12,1,20,20,3,7
767,3,6,5,1,14,12,6,7
4481,15,9,9,1,45,31,3,4
153,1,4,3,2,12,1,6,4
1015,11,5,4,5,27,13,5,7
357,2,2,2,1,17,5,7,4
3621,16,6,6,0,45,32,1,9
22,1,4,5,2,14,5,1,4
587,4,4,10,0,11,14,1,7
125,3,9,11,3,11,15,5,4
1765,7,7,4,3,21,29,1,9
3351,11,10,9,7,31,27,11,9
6541,18,6,11,6,42,37,2,8
2474,7,8,2,3,39,20,1,4
161,1,5,6,6,2,3,4,2
56,4,6,9,3,23,10,2,2
5,0,6,8,0,1,1,3,7
8032,19,10,17,3,48,46,10,6
1103,8,8,12,3,30,40,6,6
2399,15,9,12,2,45,26,25,4
7215,17,9,14,2,45,40,8,8
3597,11,7,7,8,37,36,4,6
6284,17,11,9,3,55,56,10,7
3042,10,9,7,4,30,18,9,8
838,1,5,9,10,11,28,2,6
786,5,5,7,1,20,10,1,4
12670,27,11,20,6,64,56,23,7
979,6,9,10,3,20,5,10,8
7461,22,14,19,3,56,39,18,7
20,1,3,0,2,8,0,2,8
1696,11,5,6,8,30,14,12,8
13762,29,9,22,8,65,53,11,5
680,13,12,18,7,36,32,9,2
4287,9,11,16,4,26,41,14,9
6137,13,10,10,7,41,47,2,1
13795,28,12,23,2,67,60,24,8
4810,22,12,5,0,63,26,18,7
119,1,5,8,1,6,4,1,2
2862,15,10,14,0,54,37,4,3
13,1,7,4,0,3,3,1,5
5344,10,6,14,6,39,36,12,8
0,0,6,2,1,2,1,4,1
120,1,4,2,1,5,5,3,8
253,1,6,3,0,9,12,3,4
22,0,7,5,1,6,1,4,8
3161,15,8,10,0,33,19,1,9
14,0,4,8,3,2,4,1,8
136,1,3,5,1,16,5,12,5
3530,18,10,9,0,49,49,15,8
16,1,8,9,6,5,6,2,9
1520,20,8,13,3,50,12,7,8
7240,23,13,10,3,62,55,14,4
2834,8,9,9,2,25,15,2,7
2381,10,8,21,2,38,32,7,3
67,0,4,1,0,2,5,1,4
21,0,6,6,4,6,8,1,4
